,company,month,ai_sum,ai_in,ai_out,cloud_sum,cloud_in,cloud_out,datascience_sum,datascience_in,datascience_out,datastorage_sum,datastorage_in,datastorage_out,robots_sum,robots_in,robots_out,software_sum,software_in,software_out,name,ticker,exchange,country,sector,sedol,isin,cusip,orb_num,url,industry,naics_code,naics_description,cik,lei,agg_sml,agg_obs,agg_reorg,agg_rcog,agg_rman,agg_tele
609288,Emerson Electric Co.,2010-12,1282.5532,14.678273,47.844666,5801.8296,95.41405,167.37726999999998,2833.9233,53.597813,125.72178,6182.4766,121.39338,202.86882,24681.469,346.46136,610.13007,9053.862,159.50499,228.76811,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7942917,3.614722,4.25054,0.16763277,0.0872167,0.3880914
609289,Emerson Electric Co.,2011-02,1265.6997,30.616728,40.646156,5833.9956,152.89925,88.48324000000001,2870.6343,77.00792,72.10938,6229.8438,180.84735,87.48156,24768.152,445.23663,385.85245,9174.919,231.61525,144.2376,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7948735,3.6159084,4.2519540000000005,0.16734411,0.08611006,0.3884661
609290,Emerson Electric Co.,2015-10,1603.4795,37.11656,60.11589,5500.0923,96.62161,194.99637,4699.196,105.94568999999998,153.61539,6570.64,124.91586,220.2198,25587.672,400.3963,599.9082599999999,9903.814,173.78429,307.98682,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7904935,3.6105106,4.247928,0.16073215,0.08295284,0.38493252
610429,Illinois Tool Works Inc.,2008-01,81.41384000000001,8.060113000000001,4.6214004,380.72272,13.895048,16.806454000000002,318.28354,25.941729,25.752432,589.29675,32.704453,35.84183,3051.7095,176.1061,142.2133,966.3788,44.804016,48.672955,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.846809,3.638153,4.2746015,0.19088179,0.13501938,0.36708286
610430,Illinois Tool Works Inc.,2012-04,76.92669000000001,1.0872053,2.2953687,316.52036,10.822257,5.4149694,320.07272,6.862903,3.0683286,501.26797,10.713043,11.784718,3158.2070000000003,41.586063,42.87457,980.6851,14.409834,18.236053,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.850387,3.6448302,4.28116,0.19642292,0.1353931,0.36658478
611295,Ingersoll-Rand PLC,2017-06,312.66867,13.140423,7.4166355,1885.4779,20.651056,28.423544,1640.303,71.3691,34.972843,2481.0168,45.26837,42.727345,9836.541,173.5785,146.86119,2976.3574,77.33018,62.216568,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.758314,3.5606160000000004,4.178074,0.13271545,0.04561033,0.37534893
611492,SPX Corp,2020-01,14.099989,0.4811574999999999,0.48476973,85.86076,1.2648892,2.9411736,83.22958,2.007321,0.95583045,145.80205,1.8761213,1.8995509,1038.3484,9.296233,10.270098,222.56987,5.462732,0.61026764,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7380042,3.533879,4.161009,0.15532887,0.10483512,0.36703944
611830,3M Co,2015-01,644.88837,36.072662,17.551111,3111.7747,109.52157,99.852455,3432.199,235.1753,112.90108,4620.889,172.25983,133.18135,15063.998,565.778,368.19162,4047.4092,198.62396,115.41237,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.849932,3.692688200000001,4.3395467000000005,0.13281871,-0.0020300283,0.41385084
612296,3M Co,2008-06,430.7475,19.380497,10.767939,2611.6533,64.57976,36.29696,2087.026,99.46564,27.501055,3740.9517,117.014366,54.607212,13196.683,253.91531,181.31721,2970.3853,90.7465,45.633667,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8538861,3.693853,4.340531299999999,0.13066235,-0.003992505,0.41467834
612297,3M Co,2015-09,648.47235,9.263804,23.572424,3045.2117,54.265130000000006,68.32674399999999,3556.3296,75.75562,109.200325,4615.1587,92.33997,125.26521,14831.952,195.62149,261.02103,4071.2495,81.16659,103.15473,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.847847,3.6905706,4.336823000000001,0.13376093,-0.0021252853,0.41296414
612298,3M Co,2017-09,673.5303,15.1088505,12.762619,3054.0034,36.936783,46.640915,3910.3855,114.75959,84.55792,4792.389,81.31831,75.52955,14637.612,242.60442,177.97964,4247.252,67.1387,79.91566999999999,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.84179,3.6836994,4.3285193,0.12560648,-0.0084984135,0.41564757
612509,Ingersoll-Rand PLC,2014-06,239.58887,5.6013665,5.584881,1807.5906,39.62866,52.046787,1228.6381,71.66058000000001,39.12972,2264.4138,71.39272,61.630608,9466.066,203.61803,176.06761,2518.434,74.23552,54.403057,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.763758,3.5638294000000004,4.1835012,0.1328782999999999,0.0460825859999999,0.37425467
614371,Emerson Electric Co.,2010-02,1247.597,15.8054,11.357757,5732.0645,73.747826,64.265396,2646.1523,38.301666,32.066593,6067.438,78.51075,74.477425,23832.936,252.58902,234.14056,8728.478000000001,80.55416,113.299416,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7925062,3.6125689,4.247846,0.16540727,0.0846059,0.3891628
616773,SPX Corp,2010-05,24.918484,0.0025830138,0.0009341684,190.21684,3.5748177000000005,1.2091026000000002,160.02501,5.947044,0.5217628,275.11804,2.388887,0.8112225000000001,1430.2241,14.498267000000002,18.332247,337.73016,7.1592197,2.1311219,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7627770000000003,3.5812062999999994,4.211658,0.1350422999999999,0.040687058,0.3923085
616774,SPX Corp,2013-03,22.284527,0.00046876192,0.6552008,164.2742,2.7279885,6.9110804,135.11186,2.7258878,5.864556299999999,238.68748,15.401210999999998,7.681512,1328.6853,21.427752,34.87801,282.15195,5.8848915,9.73171,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7518897,3.56549,4.196162,0.1362344,0.06570589,0.38008216
616775,SPX Corp,2014-03,18.002029999999998,0.0025039161999999,0.0019536598,179.03268,5.4569683,11.091526,127.01454,1.0434908,6.139172,231.48505,4.4295993,22.924187,1271.7739,20.174128,20.313122,286.4335,2.9887412,14.050705,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7599905,3.5739524,4.207868599999999,0.14260566,0.07671532,0.3789752
618434,SPX Corp,2016-04,17.070807000000002,0.0007750287,0.00066631124,102.14232,1.9097362,0.040055525,95.78237,2.1885312000000003,4.886807,160.62811000000002,1.9185733,1.4718378,1082.4039,8.880986,12.33063,219.0995,1.9180752,1.2374954,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7305963,3.5298674,4.156733,0.15052655,0.095928624,0.36409247
618435,SPX Corp,2019-04,16.349634,0.025098521,0.012750842,84.47617,0.4672092,1.8945794,87.80001,3.203612,0.08419361,147.2174,1.8195524,2.1382377,1044.8041,6.384863,5.220903,215.795,0.8843822,0.112643674,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7284608,3.5210981,4.145701,0.15980513,0.11407676,0.3604035999999999
620499,Honeywell International Inc,2014-10,4325.3506,109.4347,85.184525,11966.741000000002,314.6143,207.70908,7134.168000000001,203.22452,184.63757,12028.002,352.02847,270.76746,42054.633,746.34906,714.7624,20281.535,486.57275,399.73773,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7602952000000003,3.5912707000000004,4.226322,0.11278597,-0.018273791,0.433756
621367,SPX Corp,2015-01,12.755836,0.0026443411999999,1.3786463,148.13692,5.1481010000000005,6.539035299999999,129.75319,3.1017568,11.130718,222.16501,7.233791,14.6308365,1225.5182,26.992645,38.798195,259.0472,7.073332000000001,9.072507,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7523382,3.5643778,4.197687999999999,0.14250782,0.078616165,0.37756526
624271,"Stanley Black & Decker, Inc.",2008-06,48.880272,2.7003953,0.006944178,1626.1217,40.293674,19.68647,416.28696,13.126285,14.830103,1295.8152,35.348735999999995,20.302181,3017.8140000000003,61.010674,58.61753,1025.977,17.507084,23.050533,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8431637000000003,3.5977068,4.252408999999999,0.19599737,0.015305676,0.34240392
624272,"Stanley Black & Decker, Inc.",2019-05,110.70605,0.44981578,3.7814746,1354.7257,16.66506,14.566312,879.5757,20.583052,24.123405,1469.6167,33.16225,21.763401,3302.7478,46.879868,58.49228000000001,1467.2815,33.168266,29.721083,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8415449,3.6050408,4.257037599999999,0.19780777,0.052858137,0.3516007
624968,General Electric Company,2011-07,7221.017,345.15738,229.97115,20945.963,696.7430400000001,460.91666,16282.591,921.3709,536.35425,25685.486,954.7575,595.5129,70536.375,2237.919,1395.4823,28397.24,1096.5629,662.79047,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8159761000000003,3.670124,4.303230999999999,0.20656635,-0.0036571246999999,0.40772462
625337,3M Co,2014-06,621.10785,38.393925,11.338775,3135.1436,78.16383,84.43693,3501.6372,249.41441,92.543625,4724.374,148.42422,132.5572,15026.716,358.38138,304.5281,4119.5054,171.32998999999998,96.88228,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.847925,3.6898706,4.335338,0.13743477,-0.0025186182,0.41415706
625338,3M Co,2015-10,634.8394,9.93947,11.438146,3045.764,68.8791,63.082626,3546.0667,98.93738,70.62546,4598.5503,108.657,91.19452,14787.927,216.99544,206.05675,4041.7065,73.61187,80.77376600000001,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.847745,3.6905208,4.336961,0.13291596,-0.0029025981,0.41275224
625339,3M Co,2018-01,675.6602,25.25232,19.469738,3026.6658,86.45909,71.32723,4002.1123,187.53522,117.25423,4810.939,137.24919,112.690025,14803.211,402.524,283.35275,4261.245,123.09329,133.64244,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8408668,3.6833665,4.327961,0.124331325,-0.009310305,0.41670018
628353,General Electric Company,2008-04,5072.528,115.66327,82.86221,19685.371,401.2766,373.88126,11056.122,298.42148,198.96004,24225.021,573.4933,495.31595,59762.39,1165.5366,816.5909,23111.47,515.8269,376.3203,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8240974,3.6806157,4.3136106,0.21375774,-0.021601861,0.417761
629273,General Electric Company,2016-02,9658.07,243.63986,209.66281,22909.29,559.7503,530.0483,22719.148,727.85406,702.48364,28032.293,721.0978,666.30835,78618.48,1351.7931,1464.2192,35370.73,898.60284,758.9621,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8088715,3.6607442,4.2930503,0.1950728,0.0074892766,0.40184712
629493,Illinois Tool Works Inc.,2008-04,79.85358000000001,0.007335621,0.005087268,370.7512,3.256521,6.2243176,293.03787,0.022353737,0.87052953,557.2433,7.118490700000001,7.038238000000001,2941.906,37.887707,24.785044,935.94867,13.202277,5.3012104,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8465838,3.6384082,4.274952,0.1887436,0.13438857,0.36667037
629915,3M Co,2012-01,493.81064,29.424952,14.105576999999998,3072.9348,178.67803999999998,154.33763000000002,2651.1646,159.47298,126.88812,4283.402,226.98828,181.94081,14729.79,553.7471,438.6996,3612.3606,188.89024,161.32278,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8507428,3.6921709,4.3381743,0.1422375,-0.0014705097,0.41245112
629916,3M Co,2020-08,728.6124,11.9203,19.538467,3004.4536,45.309814,53.357723,4014.526,76.53184,99.3392,4745.7397,74.585205,104.87144,14344.958,150.35205,239.4122,4373.9490000000005,65.03824,83.99686,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.844087,3.6948383,4.339103,0.11323693,-0.0338928739999999,0.4289731
630531,Emerson Electric Co.,2010-05,1268.7313,38.930977,26.722214,5779.0337,119.03016,106.31356,2743.501,124.04231,66.91622,6173.3394,169.95792,128.96928,24194.11,443.44696,359.71283,8884.282,216.5941,155.42683,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7925382,3.6118956,4.247370200000001,0.16758212,0.08741911,0.38792434
630532,Emerson Electric Co.,2014-10,1586.8093,39.87675,34.853912,5866.976,132.41785,108.88636,4491.8145,132.73805,106.425896,7054.3403,178.00075,145.61668,26513.166,578.6177,437.94836,10229.917,221.9979,197.70631,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.79233,3.6144953,4.2511764,0.1615427,0.07877611,0.38837212
631359,3M Co,2018-05,699.5491,31.006416,18.62445,3023.875,56.70011,66.19391999999999,4099.561,157.10475,116.35651,4842.6123,104.70776,88.95938000000001,14831.626,251.02448,235.7205,4333.2437,158.33376,97.29339,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8395257000000003,3.6823401,4.3262053,0.12530003,-0.009570251,0.4163005
631712,Illinois Tool Works Inc.,2010-12,55.61561,0.006179475,0.40131626,332.5846,8.120224,12.559979,268.60837000000004,2.5404413,11.120505,516.2333,8.757662,21.497437,3004.427,16.14374,49.480164,949.1373,12.308301,21.938353,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8412359,3.630306,4.2656856,0.1940598,0.14189723,0.36410958
631713,Illinois Tool Works Inc.,2011-08,65.85197,1.4936728,0.00466625,317.0452,7.393895599999999,15.645796,324.3593,10.141859,29.616503,520.5868,20.000141,28.42866,3185.0808,53.244530000000005,80.09252,996.99835,26.366152000000003,41.361540000000005,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8425295,3.6354244,4.2707243,0.19520092,0.13633233,0.3673847
634715,SPX Corp,2009-02,29.755869,0.0010729539,0.0007785083999999,191.35216,4.551948,5.896504,154.58664,1.4103402,7.18017,283.28943,6.4162550000000005,10.548692,1478.8024,9.5518,33.42755,346.62167,1.8837143,11.2921,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7715394,3.5892706,4.2242107,0.13972346,0.04801699,0.39338744
634716,SPX Corp,2011-08,26.030258,0.20873235,1.8572973,217.02246,3.5835083,7.4895906,180.40895,7.031623,15.196651999999998,326.4479,7.289885000000001,12.124029,1478.4808,38.365654,30.297943,379.03888,8.060784,15.451493,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7700894,3.58727,4.2210417,0.14674781,0.055312753,0.38543952
634717,SPX Corp,2017-02,16.69731,0.0023310625,0.0009201143,98.48437,1.3509817,1.7761654999999998,105.73052,1.1955414,1.4967079,165.26677,3.0964134,0.4220808,1057.419,9.930592,6.8069644,220.22539,1.7445576,0.16249512,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7335117,3.5320685,4.158732,0.14862186,0.095938414,0.36573339
634718,SPX Corp,2018-04,16.919276999999997,0.06558353,0.008958535,87.92438,0.09057146,0.058017872,90.57209,1.2853087,1.2098705,149.03732,4.3687825,1.6751937,1064.8901,11.043435,8.666549,218.31369,3.2267487,2.0857387,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.726941,3.5195098,4.144829,0.15337658,0.112208545,0.3631045
635458,Danaher Corp,2008-09,680.5869,14.219653,15.132597,3510.6292,60.54332,68.30649,2126.539,39.26684,37.495342,3769.047,77.47233,62.159813,11752.695,153.56868,114.786476,5770.19,92.40174,82.44409,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8163977000000004,3.6337483,4.263869000000001,0.26368243,0.052361924,0.3726587
635459,Danaher Corp,2019-04,1226.2522,40.567833,21.466352,3942.0645,91.16499,57.875492,4358.064,128.67438,77.60999,5130.5435,121.29725,84.22469,13048.646,228.95284,163.38992,7727.1978,171.32162,115.80355,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8188593,3.6463532,4.2753873,0.27214795,0.04048964,0.37620708
635460,Danaher Corp,2020-10,1246.7454,35.47917,21.714731,3727.9329,78.47818000000001,76.47225,4560.8633,139.65218000000002,100.45432,5063.1504,108.09305,94.01437,13017.267,263.50412,203.74753,7655.1606,161.4627,137.8372,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8173676,3.6481016,4.2770553,0.26324564,0.034312747,0.3793057
636052,Danaher Corp,2008-07,696.6958,12.026314,9.548273,3523.158,61.35135699999999,45.721,2166.3552,41.070404,30.460773,3811.3752,67.321304,66.33103,11721.663,175.66656,117.40895,5790.2207,91.328255,67.864456,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8152258,3.6319458,4.2620263,0.2633778,0.052102532,0.37279516
636053,Danaher Corp,2011-09,761.7588,11.268137,25.800165,3794.202,82.11725,84.78686,2581.0518,69.805435,74.498,4344.166,97.79193,127.65934,12657.272,252.6266,267.43762000000004,6479.6313,125.89971,157.01903,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.817774,3.637194,4.267393,0.2684222,0.0529619459999999,0.3711732
636083,General Electric Company,2008-09,5291.3604,120.98451,112.73669,19819.61,419.67413,361.12393,11624.876,331.61218,332.5214,24440.186,526.4417,515.2754,61891.363,1222.8364,982.2872,23751.93,534.0916,444.25406,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8233588,3.6792827,4.3127894,0.21176577,-0.017987482,0.4164938
636084,General Electric Company,2009-06,5438.178000000001,195.88962,97.33029,18878.383,364.8339,377.58212,11846.354,518.5293,287.8263,23153.76,476.34406,552.5051,61466.28,1181.3772,987.41364,23341.63,524.61847,456.192,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8187978,3.672933,4.305624,0.2113255999999999,-0.010949188,0.41242144
636085,General Electric Company,2014-04,8774.646,359.8633,208.97675,22245.543,704.4063,548.3365,20600.955,797.6565,533.0232,27671.914,956.2882,732.1012599999999,77690.33,2065.919,1628.1278,32732.344,1062.6968,795.4895,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.814771,3.6650782,4.300716400000001,0.19834602,0.010385261,0.40176803
636086,General Electric Company,2014-08,9693.246,420.26028,729.1382,22892.922,636.726,837.9203,23975.977000000003,1261.0087,2663.9072,28746.465,952.1947,1389.9359,81055.1,2318.0913,3551.0605,35295.63,1264.4642,2174.3318,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8104506,3.6590204,4.2942767,0.19891681,0.01234909,0.40009063
636087,General Electric Company,2018-05,8879.481,202.16881,208.95322,21015.258,392.87952,472.1949,20781.498,675.4367,634.18744,25579.596,508.3172,629.0083,70468.55,1250.4814,1148.257,34773.64,835.28345,801.74585,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8078156,3.6625013,4.2905307,0.19778037,0.009789038,0.4043284
636088,General Electric Company,2018-07,8852.239,258.58505,284.5766,20806.299,478.3781,650.8247,20742.865,705.3853,858.7066,25401.11,655.0996,824.3475,70125.41,1347.3333,1754.852,34764.867,952.2662,1093.2104,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8067305,3.6613743,4.2889752,0.19781807,0.0103314025,0.40438643
636089,General Electric Company,2019-01,8681.696,292.3745,240.00243,20279.975,559.5912,564.79114,20156.29,781.9374,639.8624,24792.348,703.30426,688.47906,69050.055,1681.2997,1370.7355,34148.273,1042.8075,917.6762,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.807073,3.6616926,4.28935,0.19691424,0.012957758,0.40340993
639987,"Stanley Black & Decker, Inc.",2016-01,80.121086,3.7817326,2.772377,1301.75,36.173664,44.359444,643.07965,31.840275,17.797258,1229.3766,60.67661700000001,40.29609,2954.772,114.04364,92.927414,1133.071,55.354702,30.909002,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8331046000000004,3.591732,4.2437096,0.19801782,0.036901284,0.34546277
640659,Ingersoll-Rand PLC,2012-08,249.53123,19.882278,9.850002,1755.0507,78.82268,50.178566,1135.5444,71.39604,103.03436,2211.7870000000003,116.29829,90.35827,9817.581,213.20712000000003,253.78113,2406.5564,111.123474,83.16219,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.754058,3.5535731,4.1700587,0.13138276,0.04051001,0.37742576
640660,Ingersoll-Rand PLC,2015-08,291.90942,7.0700016,19.877478,1937.749,56.109547,48.380320000000005,1462.2499,50.59217,111.55918,2481.297,73.84,85.35513,9872.3125,148.12351999999998,263.87405,2822.0186,85.72882,97.4072,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7588103,3.5603275,4.178462000000001,0.13038456,0.039169695,0.37778232
640661,Ingersoll-Rand PLC,2015-09,276.61707,4.585102,10.356384,1933.6754,44.306553,44.769806,1379.3518,28.661066,43.987190000000005,2443.4634,47.52145,57.826588,9699.968,91.52875,188.02689,2769.1929,44.581577,57.13967,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.761444,3.5642645,4.1824675,0.12879778,0.038478486,0.37820318
642007,Ingersoll-Rand PLC,2010-05,174.47603999999998,10.482168,1.5300447,1749.6716,41.19825,37.473595,811.85406,52.160076,15.306047,2073.9592,56.671043,47.426617,9321.285,210.9303,130.1592,2126.2607,66.4756,49.576027,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.758608,3.558992,4.1759214,0.13748407,0.0447691,0.37624198
642008,Ingersoll-Rand PLC,2012-04,232.95976,15.814869,14.344332,1663.0527,44.093906,55.01931,968.1244,49.54165,26.21364,2043.029,67.97293,66.7235,9599.119,253.10129,183.47945,2275.48,76.64941999999999,62.942440000000005,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7564461,3.5566359,4.1735244,0.1320662,0.041451253,0.3767676
642009,Ingersoll-Rand PLC,2019-05,294.92218,7.8702087,10.926401,1685.5641,23.619236,26.398844,1565.6904,51.901634,22.245163,2289.6396,28.249283,32.253952000000005,9680.8545,147.04321000000002,107.19138,2723.2317,48.820213,33.413784,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7598908,3.5593917,4.177012,0.13244858,0.04812498,0.372312
643456,Danaher Corp,2008-05,663.3523,23.593525,4.625200700000001,3465.886,68.83825,37.144424,2080.4426,103.59595,17.584072,3760.3606,96.96715,44.28306,11581.22,205.95836,108.660995,5720.755999999999,134.13805,55.841236,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8151658,3.6315477,4.261319599999999,0.2628842999999999,0.051410906,0.37266576
643457,Danaher Corp,2008-06,692.7359,34.008827000000004,8.066466,3510.4548,81.71328000000001,48.6483,2163.922,101.06376,38.637486,3808.4692,92.39179,64.41534399999999,11696.145,223.58632000000003,150.14847,5794.334,129.41908,95.44125,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8144588,3.6308753,4.2605453,0.26377302,0.051957246,0.37266496
643458,Danaher Corp,2009-09,648.8933,4.531388,7.411085000000001,3489.147,62.82755699999999,33.174282,2129.0688,48.34754,40.771103,3842.349,63.405247,51.359818,11599.097,175.27664,131.92085,5694.090999999999,118.892845,56.50471,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8221478,3.638758,4.271942,0.26453993,0.056675065,0.37045807
643459,Danaher Corp,2016-05,1036.4059,39.8422,26.510698,3588.7979,76.20624000000001,58.40036,3456.1516,190.76662,82.60674,4572.691,117.15296,94.00023,12627.271,264.5852,188.75227,6909.496999999999,182.15642,136.31781,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8109186,3.6313024,4.258098,0.27699453,0.05161268,0.368431
644525,"Stanley Black & Decker, Inc.",2012-03,48.04531,4.3962555,1.2582332,1484.3772,42.921856,87.14773000000001,396.97675,10.272024,19.867584,1192.5986,30.58418,49.631798,2742.9832,51.35124,44.73926,945.40265,22.27396,30.387432,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.847762,3.6068916,4.261362,0.20684533,0.014446645,0.34160188
644526,"Stanley Black & Decker, Inc.",2016-10,90.46046,2.299626,0.040739603,1320.0205,16.553495,21.10533,727.3356,26.450436,22.220587,1290.468,28.642372,29.784378000000004,3018.4429,57.78126,53.245667000000005,1242.4612,27.197649,20.841234,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8321805,3.5915356,4.242259,0.19867727,0.036850702,0.34477454
645125,3M Co,2012-02,482.7792,3.0741572,4.1354084,2973.0747,54.477474,76.78941999999999,2576.514,52.23756,41.492428,4180.276,78.814926,91.81809,14475.899,184.80879,195.30286,3509.487,58.44939399999999,69.92693,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8500445,3.6912587,4.3369765,0.14139757,-0.0004073098,0.41231218
645126,3M Co,2012-08,544.3989,13.963169,35.52101,2977.772,96.04268,75.94314,2889.5488,97.183365,235.80086,4311.736,132.78471000000002,106.559,14809.778,283.34045,370.67456,3740.4446,129.4858,154.96872,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8485825,3.6883616,4.3345275,0.14179805,0.0030751475,0.4114489
645127,3M Co,2012-12,520.2153,11.991867,19.638044,3094.357,49.0359,77.82035,2775.8826,71.8722,104.83199,4426.3594,84.82225,116.8234,14642.475,236.95718,348.17575,3748.8547,64.48550999999999,85.174736,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8495831000000003,3.6910205,4.337116,0.1372352,-0.0013974202,0.41448542
645128,3M Co,2020-12,717.33405,8.47092,13.423733,2996.8206,33.480335,46.210575,3953.3362,54.09389,90.91428,4707.977,52.074314,77.34458000000001,14182.322,130.15215,238.73734,4360.018,53.235847,68.516754,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8447560000000003,3.6967893,4.340952400000001,0.11186484,-0.037479457,0.43040192
